,workerid,proliferate.condition,accuracy,internal_node_id,question_order,response,rt,stimulus,time_elapsed,trial_index,trial_type,error,local,casual,educated,friendly,dependable,traditional,condition,clip,likert_young,likert_proper,likert_culture,likert_identity
2003,102,All,,0.0-4.0-39.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 4, 'educated': 1, 'friendly': 0, 'dependable': 1, 'traditional': 0}",14342.0,audio/NGN/NGN_08_NG.mp3,333594,43,survey-likert,,1.0,4.0,1.0,0.0,1.0,0.0,proper,NGN_08,5.0,4.0,5.0,5.0
2005,102,All,,0.0-4.0-41.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 3, 'friendly': 3, 'dependable': 4, 'traditional': 0}",15118.0,audio/NL/NL_01_N.mp3,350785,45,survey-likert,,5.0,5.0,3.0,3.0,4.0,0.0,proper,NL_01,5.0,4.0,5.0,5.0
2007,102,All,,0.0-4.0-43.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 3, 'friendly': 5, 'dependable': 4, 'traditional': 0}",11443.0,audio/NL/NL_02_L.mp3,363436,47,survey-likert,,5.0,5.0,3.0,5.0,4.0,0.0,lazy,NL_02,5.0,4.0,5.0,5.0
2009,102,All,,0.0-4.0-45.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 5, 'educated': 1, 'friendly': 1, 'dependable': 0, 'traditional': 0}",13836.0,audio/NGN/NGN_03_N.mp3,378858,49,survey-likert,,2.0,5.0,1.0,1.0,0.0,0.0,lazy,NGN_03,5.0,4.0,5.0,5.0
2013,102,All,,0.0-4.0-49.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 0, 'educated': 5, 'friendly': 3, 'dependable': 4, 'traditional': 5}",13595.0,audio/NGN/NGN_07_NG.mp3,404649,53,survey-likert,,1.0,0.0,5.0,3.0,4.0,5.0,proper,NGN_07,5.0,4.0,5.0,5.0
2015,102,All,,0.0-4.0-51.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 5, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 0}",14383.0,audio/NL/NL_08_L.mp3,420774,55,survey-likert,,3.0,5.0,3.0,4.0,3.0,0.0,lazy,NL_08,5.0,4.0,5.0,5.0
2017,102,All,,0.0-4.0-53.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 0}",10864.0,audio/NGN/NGN_05_NG.mp3,433667,57,survey-likert,,4.0,5.0,3.0,3.0,3.0,0.0,proper,NGN_05,5.0,4.0,5.0,5.0
2019,102,All,,0.0-4.0-55.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 0, 'educated': 5, 'friendly': 3, 'dependable': 3, 'traditional': 5}",10291.0,audio/NGN/NGN_01_NG.mp3,446225,59,survey-likert,,1.0,0.0,5.0,3.0,3.0,5.0,proper,NGN_01,5.0,4.0,5.0,5.0
2021,102,All,,0.0-4.0-57.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 4, 'educated': 4, 'friendly': 2, 'dependable': 3, 'traditional': 1}",12404.0,audio/NL/NL_10_N.mp3,460451,61,survey-likert,,2.0,4.0,4.0,2.0,3.0,1.0,proper,NL_10,5.0,4.0,5.0,5.0
2023,102,All,,0.0-4.0-59.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 3, 'friendly': 5, 'dependable': 5, 'traditional': 0}",9654.0,audio/NGG/NGG_04_G.mp3,471445,63,survey-likert,,4.0,5.0,3.0,5.0,5.0,0.0,lazy,NGG_04,5.0,4.0,5.0,5.0
2105,68,All,,0.0-4.0-1.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 3, 'educated': 3, 'friendly': 1, 'dependable': 3, 'traditional': 1}",29463.0,audio/NGG/NGG_02_NG.mp3,46963,5,survey-likert,,2.0,3.0,3.0,1.0,3.0,1.0,proper,NGG_02,4.0,4.0,3.0,3.0
2107,68,All,,0.0-4.0-3.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 1, 'educated': 4, 'friendly': 3, 'dependable': 3, 'traditional': 5}",11822.0,audio/NGN/NGN_01_N.mp3,60643,7,survey-likert,,2.0,1.0,4.0,3.0,3.0,5.0,lazy,NGN_01,4.0,4.0,3.0,3.0
2111,68,All,,0.0-4.0-7.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 2, 'friendly': 4, 'dependable': 3, 'traditional': 1}",10968.0,audio/NGG/NGG_06_G.mp3,83128,11,survey-likert,,3.0,3.0,2.0,4.0,3.0,1.0,lazy,NGG_06,4.0,4.0,3.0,3.0
2113,68,All,,0.0-4.0-9.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 3, 'friendly': 5, 'dependable': 4, 'traditional': 1}",9918.0,audio/NL/NL_10_L.mp3,94378,13,survey-likert,,4.0,5.0,3.0,5.0,4.0,1.0,lazy,NL_10,4.0,4.0,3.0,3.0
2115,68,All,,0.0-4.0-11.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 5, 'friendly': 5, 'dependable': 4, 'traditional': 0}",10680.0,audio/NL/NL_01_N.mp3,106910,15,survey-likert,,5.0,5.0,5.0,5.0,4.0,0.0,proper,NL_01,4.0,4.0,3.0,3.0
2117,68,All,,0.0-4.0-13.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 2, 'educated': 3, 'friendly': 2, 'dependable': 2, 'traditional': 3}",15126.0,audio/NGN/NGN_10_NG.mp3,123156,17,survey-likert,,1.0,2.0,3.0,2.0,2.0,3.0,proper,NGN_10,4.0,4.0,3.0,3.0
2119,68,All,,0.0-4.0-15.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 1}",8743.0,audio/NGG/NGG_01_NG.mp3,133283,19,survey-likert,,4.0,4.0,3.0,4.0,3.0,1.0,proper,NGG_01,4.0,4.0,3.0,3.0
2121,68,All,,0.0-4.0-17.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 5, 'friendly': 5, 'dependable': 5, 'traditional': 0}",8276.0,audio/NGG/NGG_05_NG.mp3,143167,21,survey-likert,,5.0,5.0,5.0,5.0,5.0,0.0,proper,NGG_05,4.0,4.0,3.0,3.0
2123,68,All,,0.0-4.0-19.0,"[0, 1, 2, 3, 4, 5]","{'local': 0, 'casual': 1, 'educated': 1, 'friendly': 1, 'dependable': 1, 'traditional': 2}",15452.0,audio/NGG/NGG_09_G.mp3,160852,23,survey-likert,,0.0,1.0,1.0,1.0,1.0,2.0,lazy,NGG_09,4.0,4.0,3.0,3.0
2125,68,All,,0.0-4.0-21.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 4, 'friendly': 3, 'dependable': 3, 'traditional': 2}",9424.0,audio/NGG/NGG_08_NG.mp3,171734,25,survey-likert,,4.0,3.0,4.0,3.0,3.0,2.0,proper,NGG_08,4.0,4.0,3.0,3.0
2127,68,All,,0.0-4.0-23.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 5}",8356.0,audio/NGN/NGN_07_NG.mp3,181767,27,survey-likert,,2.0,3.0,3.0,3.0,3.0,5.0,proper,NGN_07,4.0,4.0,3.0,3.0
2129,68,All,,0.0-4.0-25.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 2, 'friendly': 5, 'dependable': 4, 'traditional': 1}",12046.0,audio/NGG/NGG_04_NG.mp3,195267,29,survey-likert,,4.0,5.0,2.0,5.0,4.0,1.0,proper,NGG_04,4.0,4.0,3.0,3.0
2131,68,All,,0.0-4.0-27.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 2, 'friendly': 3, 'dependable': 4, 'traditional': 2}",21107.0,audio/NGN/NGN_08_NG.mp3,218168,31,survey-likert,,4.0,3.0,2.0,3.0,4.0,2.0,proper,NGN_08,4.0,4.0,3.0,3.0
2135,68,All,,0.0-4.0-31.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 4, 'dependable': 4, 'traditional': 1}",14250.0,audio/NL/NL_07_N.mp3,244491,35,survey-likert,,4.0,4.0,3.0,4.0,4.0,1.0,proper,NL_07,4.0,4.0,3.0,3.0
2137,68,All,,0.0-4.0-33.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 2, 'educated': 4, 'friendly': 3, 'dependable': 3, 'traditional': 4}",11775.0,audio/NL/NL_06_L.mp3,257306,37,survey-likert,,2.0,2.0,4.0,3.0,3.0,4.0,lazy,NL_06,4.0,4.0,3.0,3.0
2139,68,All,,0.0-4.0-35.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 2, 'educated': 2, 'friendly': 1, 'dependable': 3, 'traditional': 1}",12038.0,audio/NL/NL_08_N.mp3,271179,39,survey-likert,,2.0,2.0,2.0,1.0,3.0,1.0,proper,NL_08,4.0,4.0,3.0,3.0
2141,68,All,,0.0-4.0-37.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 4, 'educated': 2, 'friendly': 4, 'dependable': 3, 'traditional': 3}",12696.0,audio/NGN/NGN_09_NG.mp3,285417,41,survey-likert,,2.0,4.0,2.0,4.0,3.0,3.0,proper,NGN_09,4.0,4.0,3.0,3.0
2143,68,All,,0.0-4.0-39.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 4, 'educated': 3, 'friendly': 5, 'dependable': 4, 'traditional': 2}",9860.0,audio/NGG/NGG_10_NG.mp3,297611,43,survey-likert,,3.0,4.0,3.0,5.0,4.0,2.0,proper,NGG_10,4.0,4.0,3.0,3.0
2147,68,All,,0.0-4.0-43.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 4, 'friendly': 3, 'dependable': 4, 'traditional': 1}",9320.0,audio/NGG/NGG_03_NG.mp3,318851,47,survey-likert,,4.0,4.0,4.0,3.0,4.0,1.0,proper,NGG_03,4.0,4.0,3.0,3.0
2149,68,All,,0.0-4.0-45.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 5, 'friendly': 5, 'dependable': 4, 'traditional': 1}",10148.0,audio/NL/NL_09_N.mp3,330259,49,survey-likert,,5.0,5.0,5.0,5.0,4.0,1.0,proper,NL_09,4.0,4.0,3.0,3.0
2151,68,All,,0.0-4.0-47.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 5, 'educated': 2, 'friendly': 5, 'dependable': 4, 'traditional': 4}",8714.0,audio/NL/NL_02_N.mp3,340055,51,survey-likert,,3.0,5.0,2.0,5.0,4.0,4.0,proper,NL_02,4.0,4.0,3.0,3.0
2153,68,All,,0.0-4.0-49.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 4, 'educated': 5, 'friendly': 4, 'dependable': 4, 'traditional': 0}",9741.0,audio/NGN/NGN_02_NG.mp3,351322,53,survey-likert,,5.0,4.0,5.0,4.0,4.0,0.0,proper,NGN_02,4.0,4.0,3.0,3.0
2155,68,All,,0.0-4.0-51.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 3, 'educated': 3, 'friendly': 4, 'dependable': 4, 'traditional': 0}",11204.0,audio/NGN/NGN_04_NG.mp3,364285,55,survey-likert,,5.0,3.0,3.0,4.0,4.0,0.0,proper,NGN_04,4.0,4.0,3.0,3.0
2157,68,All,,0.0-4.0-53.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 3, 'educated': 5, 'friendly': 5, 'dependable': 5, 'traditional': 3}",12135.0,audio/NGN/NGN_05_NG.mp3,378267,57,survey-likert,,2.0,3.0,5.0,5.0,5.0,3.0,proper,NGN_05,4.0,4.0,3.0,3.0
2159,68,All,,0.0-4.0-55.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 2, 'friendly': 2, 'dependable': 1, 'traditional': 2}",12266.0,audio/NL/NL_03_N.mp3,391486,59,survey-likert,,4.0,5.0,2.0,2.0,1.0,2.0,proper,NL_03,4.0,4.0,3.0,3.0
2161,68,All,,0.0-4.0-57.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 4, 'educated': 5, 'friendly': 5, 'dependable': 5, 'traditional': 2}",12922.0,audio/NGN/NGN_03_NG.mp3,405793,61,survey-likert,,3.0,4.0,5.0,5.0,5.0,2.0,proper,NGN_03,4.0,4.0,3.0,3.0
2163,68,All,,0.0-4.0-59.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 5, 'educated': 1, 'friendly': 2, 'dependable': 3, 'traditional': 3}",11228.0,audio/NL/NL_04_N.mp3,417999,63,survey-likert,,2.0,5.0,1.0,2.0,3.0,3.0,proper,NL_04,4.0,4.0,3.0,3.0
2175,105,All,,0.0-4.0-1.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 2, 'educated': 3, 'friendly': 3, 'dependable': 2, 'traditional': 3}",19227.0,audio/NL/NL_06_N.mp3,34070,5,survey-likert,,2.0,2.0,3.0,3.0,2.0,3.0,proper,NL_06,5.0,4.0,5.0,5.0
2177,105,All,,0.0-4.0-3.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 2}",9886.0,audio/NL/NL_07_L.mp3,45239,7,survey-likert,,3.0,3.0,3.0,4.0,3.0,2.0,lazy,NL_07,5.0,4.0,5.0,5.0
2181,105,All,,0.0-4.0-7.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 1, 'educated': 4, 'friendly': 2, 'dependable': 4, 'traditional': 4}",10063.0,audio/NL/NL_09_N.mp3,66163,11,survey-likert,,2.0,1.0,4.0,2.0,4.0,4.0,proper,NL_09,5.0,4.0,5.0,5.0
2183,105,All,,0.0-4.0-9.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 2, 'friendly': 3, 'dependable': 3, 'traditional': 3}",32978.0,audio/NGG/NGG_03_G.mp3,100558,13,survey-likert,,4.0,3.0,2.0,3.0,3.0,3.0,lazy,NGG_03,5.0,4.0,5.0,5.0
2185,105,All,,0.0-4.0-11.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 1}",7919.0,audio/NGG/NGG_10_G.mp3,110420,15,survey-likert,,3.0,4.0,3.0,3.0,3.0,1.0,lazy,NGG_10,5.0,4.0,5.0,5.0
2187,105,All,,0.0-4.0-13.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 2, 'friendly': 3, 'dependable': 3, 'traditional': 3}",10334.0,audio/NL/NL_10_L.mp3,122178,17,survey-likert,,3.0,3.0,2.0,3.0,3.0,3.0,lazy,NL_10,5.0,4.0,5.0,5.0
2189,105,All,,0.0-4.0-15.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 2}",8144.0,audio/NGG/NGG_05_G.mp3,131617,19,survey-likert,,4.0,3.0,3.0,3.0,3.0,2.0,lazy,NGG_05,5.0,4.0,5.0,5.0
2191,105,All,,0.0-4.0-17.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 2, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 3}",10161.0,audio/NGN/NGN_07_NG.mp3,143800,21,survey-likert,,4.0,2.0,3.0,2.0,3.0,3.0,proper,NGN_07,5.0,4.0,5.0,5.0
2193,105,All,,0.0-4.0-19.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 3}",11866.0,audio/NGN/NGN_02_N.mp3,156852,23,survey-likert,,4.0,3.0,3.0,4.0,3.0,3.0,lazy,NGN_02,5.0,4.0,5.0,5.0
2195,105,All,,0.0-4.0-21.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 1, 'educated': 4, 'friendly': 3, 'dependable': 4, 'traditional': 4}",9402.0,audio/NGN/NGN_10_NG.mp3,167499,25,survey-likert,,3.0,1.0,4.0,3.0,4.0,4.0,proper,NGN_10,5.0,4.0,5.0,5.0
2199,105,All,,0.0-4.0-25.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 2, 'friendly': 3, 'dependable': 3, 'traditional': 2}",11332.0,audio/NL/NL_03_L.mp3,188442,29,survey-likert,,3.0,3.0,2.0,3.0,3.0,2.0,lazy,NL_03,5.0,4.0,5.0,5.0
2201,105,All,,0.0-4.0-27.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 2, 'friendly': 3, 'dependable': 2, 'traditional': 3}",13492.0,audio/NGN/NGN_04_NG.mp3,203812,31,survey-likert,,3.0,3.0,2.0,3.0,2.0,3.0,proper,NGN_04,5.0,4.0,5.0,5.0
2203,105,All,,0.0-4.0-29.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 2, 'educated': 2, 'friendly': 3, 'dependable': 2, 'traditional': 4}",18913.0,audio/NL/NL_04_N.mp3,223700,33,survey-likert,,3.0,2.0,2.0,3.0,2.0,4.0,proper,NL_04,5.0,4.0,5.0,5.0
2205,105,All,,0.0-4.0-31.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 4, 'educated': 2, 'friendly': 4, 'dependable': 3, 'traditional': 1}",9285.0,audio/NGG/NGG_04_G.mp3,234186,35,survey-likert,,3.0,4.0,2.0,4.0,3.0,1.0,lazy,NGG_04,5.0,4.0,5.0,5.0
2207,105,All,,0.0-4.0-33.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 1, 'educated': 2, 'friendly': 1, 'dependable': 2, 'traditional': 4}",9598.0,audio/NGG/NGG_09_G.mp3,246121,37,survey-likert,,3.0,1.0,2.0,1.0,2.0,4.0,lazy,NGG_09,5.0,4.0,5.0,5.0
2209,105,All,,0.0-4.0-35.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 1, 'educated': 2, 'friendly': 2, 'dependable': 3, 'traditional': 4}",9744.0,audio/NGN/NGN_01_N.mp3,257822,39,survey-likert,,2.0,1.0,2.0,2.0,3.0,4.0,lazy,NGN_01,5.0,4.0,5.0,5.0
2211,105,All,,0.0-4.0-37.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 2, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 4}",9888.0,audio/NGG/NGG_01_NG.mp3,269185,41,survey-likert,,3.0,2.0,3.0,2.0,3.0,4.0,proper,NGG_01,5.0,4.0,5.0,5.0
2213,105,All,,0.0-4.0-39.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 2, 'friendly': 3, 'dependable': 3, 'traditional': 4}",12135.0,audio/NGG/NGG_06_NG.mp3,282821,43,survey-likert,,3.0,3.0,2.0,3.0,3.0,4.0,proper,NGG_06,5.0,4.0,5.0,5.0
2215,105,All,,0.0-4.0-41.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 1, 'educated': 2, 'friendly': 2, 'dependable': 3, 'traditional': 5}",9433.0,audio/NGN/NGN_08_N.mp3,294081,45,survey-likert,,2.0,1.0,2.0,2.0,3.0,5.0,lazy,NGN_08,5.0,4.0,5.0,5.0
2217,105,All,,0.0-4.0-43.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 2, 'friendly': 3, 'dependable': 3, 'traditional': 3}",9167.0,audio/NGG/NGG_08_NG.mp3,304809,47,survey-likert,,4.0,3.0,2.0,3.0,3.0,3.0,proper,NGG_08,5.0,4.0,5.0,5.0
2219,105,All,,0.0-4.0-45.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 2, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 3}",10481.0,audio/NGN/NGN_09_N.mp3,316921,49,survey-likert,,3.0,2.0,3.0,2.0,3.0,3.0,lazy,NGN_09,5.0,4.0,5.0,5.0
2221,105,All,,0.0-4.0-47.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 2, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 4}",8403.0,audio/NL/NL_08_L.mp3,326999,51,survey-likert,,3.0,2.0,3.0,2.0,3.0,4.0,lazy,NL_08,5.0,4.0,5.0,5.0
2223,105,All,,0.0-4.0-49.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 2}",10562.0,audio/NL/NL_01_N.mp3,339492,53,survey-likert,,4.0,4.0,3.0,4.0,3.0,2.0,proper,NL_01,5.0,4.0,5.0,5.0
2225,105,All,,0.0-4.0-51.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 2, 'educated': 2, 'friendly': 3, 'dependable': 3, 'traditional': 4}",14095.0,audio/NGG/NGG_02_NG.mp3,354947,55,survey-likert,,2.0,2.0,2.0,3.0,3.0,4.0,proper,NGG_02,5.0,4.0,5.0,5.0
2227,105,All,,0.0-4.0-53.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 2, 'educated': 2, 'friendly': 2, 'dependable': 2, 'traditional': 4}",10732.0,audio/NL/NL_02_L.mp3,366715,57,survey-likert,,2.0,2.0,2.0,2.0,2.0,4.0,lazy,NL_02,5.0,4.0,5.0,5.0
2231,105,All,,0.0-4.0-57.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 3}",6470.0,audio/NGN/NGN_03_N.mp3,388370,61,survey-likert,,3.0,3.0,3.0,4.0,3.0,3.0,lazy,NGN_03,5.0,4.0,5.0,5.0
2233,105,All,,0.0-4.0-59.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 2, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",7745.0,audio/NGN/NGN_05_N.mp3,397921,63,survey-likert,,2.0,2.0,3.0,3.0,3.0,4.0,lazy,NGN_05,5.0,4.0,5.0,5.0
2245,60,All,,0.0-4.0-1.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 2}",22195.0,audio/NL/NL_08_L.mp3,80344,5,survey-likert,,3.0,3.0,3.0,3.0,3.0,2.0,lazy,NL_08,3.0,4.0,4.0,4.0
2247,60,All,,0.0-4.0-3.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 2, 'friendly': 3, 'dependable': 2, 'traditional': 3}",14879.0,audio/NGG/NGG_06_G.mp3,96757,7,survey-likert,,3.0,3.0,2.0,3.0,2.0,3.0,lazy,NGG_06,3.0,4.0,4.0,4.0
2249,60,All,,0.0-4.0-5.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 5, 'educated': 2, 'friendly': 2, 'dependable': 2, 'traditional': 3}",10177.0,audio/NGN/NGN_08_N.mp3,108714,9,survey-likert,,3.0,5.0,2.0,2.0,2.0,3.0,lazy,NGN_08,3.0,4.0,4.0,4.0
2251,60,All,,0.0-4.0-7.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 2, 'friendly': 2, 'dependable': 2, 'traditional': 2}",13990.0,audio/NL/NL_01_L.mp3,124370,11,survey-likert,,4.0,5.0,2.0,2.0,2.0,2.0,lazy,NL_01,3.0,4.0,4.0,4.0
2253,60,All,,0.0-4.0-9.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 0, 'educated': 4, 'friendly': 2, 'dependable': 4, 'traditional': 4}",17812.0,audio/NGN/NGN_09_NG.mp3,144050,13,survey-likert,,4.0,0.0,4.0,2.0,4.0,4.0,proper,NGN_09,3.0,4.0,4.0,4.0
2255,60,All,,0.0-4.0-11.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 0, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 3}",12549.0,audio/NGN/NGN_01_N.mp3,158567,15,survey-likert,,4.0,0.0,3.0,3.0,3.0,3.0,lazy,NGN_01,3.0,4.0,4.0,4.0
2257,60,All,,0.0-4.0-13.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 2}",10013.0,audio/NGN/NGN_02_N.mp3,169712,17,survey-likert,,4.0,5.0,3.0,4.0,3.0,2.0,lazy,NGN_02,3.0,4.0,4.0,4.0
2259,60,All,,0.0-4.0-15.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 2, 'friendly': 2, 'dependable': 2, 'traditional': 2}",12764.0,audio/NGG/NGG_03_G.mp3,183841,19,survey-likert,,4.0,5.0,2.0,2.0,2.0,2.0,lazy,NGG_03,3.0,4.0,4.0,4.0
2263,60,All,,0.0-4.0-19.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 1, 'educated': 4, 'friendly': 2, 'dependable': 3, 'traditional': 4}",11951.0,audio/NGN/NGN_10_N.mp3,211269,23,survey-likert,,4.0,1.0,4.0,2.0,3.0,4.0,lazy,NGN_10,3.0,4.0,4.0,4.0
2265,60,All,,0.0-4.0-21.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 1, 'educated': 4, 'friendly': 2, 'dependable': 3, 'traditional': 4}",17660.0,audio/NL/NL_06_L.mp3,230077,25,survey-likert,,4.0,1.0,4.0,2.0,3.0,4.0,lazy,NL_06,3.0,4.0,4.0,4.0
2267,60,All,,0.0-4.0-23.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 2, 'friendly': 2, 'dependable': 2, 'traditional': 2}",12542.0,audio/NGN/NGN_03_NG.mp3,244069,27,survey-likert,,4.0,3.0,2.0,2.0,2.0,2.0,proper,NGN_03,3.0,4.0,4.0,4.0
2269,60,All,,0.0-4.0-25.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 0, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 3}",9714.0,audio/NGN/NGN_07_NG.mp3,255482,29,survey-likert,,4.0,0.0,3.0,2.0,3.0,3.0,proper,NGN_07,3.0,4.0,4.0,4.0
2271,60,All,,0.0-4.0-27.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 2, 'friendly': 3, 'dependable': 3, 'traditional': 3}",12815.0,audio/NGG/NGG_05_NG.mp3,269954,31,survey-likert,,4.0,3.0,2.0,3.0,3.0,3.0,proper,NGG_05,3.0,4.0,4.0,4.0
2273,60,All,,0.0-4.0-29.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 0, 'educated': 3, 'friendly': 1, 'dependable': 2, 'traditional': 4}",15775.0,audio/NGG/NGG_09_G.mp3,288024,33,survey-likert,,4.0,0.0,3.0,1.0,2.0,4.0,lazy,NGG_09,3.0,4.0,4.0,4.0
