,workerid,proliferate.condition,accuracy,internal_node_id,question_order,response,rt,stimulus,time_elapsed,trial_index,trial_type,error,local,casual,educated,friendly,dependable,traditional,condition,clip,likert_young,likert_proper,likert_culture,likert_identity
2275,60,All,,0.0-4.0-31.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 2}",11952.0,audio/NGG/NGG_08_NG.mp3,301470,35,survey-likert,,4.0,4.0,3.0,3.0,3.0,2.0,proper,NGG_08,3.0,4.0,4.0,4.0
2277,60,All,,0.0-4.0-33.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 3}",10119.0,audio/NL/NL_07_L.mp3,312797,37,survey-likert,,4.0,5.0,3.0,3.0,3.0,3.0,lazy,NL_07,3.0,4.0,4.0,4.0
2279,60,All,,0.0-4.0-35.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 2, 'friendly': 3, 'dependable': 3, 'traditional': 2}",11757.0,audio/NL/NL_03_L.mp3,325955,39,survey-likert,,4.0,5.0,2.0,3.0,3.0,2.0,lazy,NL_03,3.0,4.0,4.0,4.0
2281,60,All,,0.0-4.0-37.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 2, 'educated': 4, 'friendly': 3, 'dependable': 3, 'traditional': 2}",17113.0,audio/NGN/NGN_05_N.mp3,344802,41,survey-likert,,4.0,2.0,4.0,3.0,3.0,2.0,lazy,NGN_05,3.0,4.0,4.0,4.0
2283,60,All,,0.0-4.0-39.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 2, 'friendly': 2, 'dependable': 3, 'traditional': 1}",18995.0,audio/NGG/NGG_02_G.mp3,364973,43,survey-likert,,4.0,5.0,2.0,2.0,3.0,1.0,lazy,NGG_02,3.0,4.0,4.0,4.0
2287,60,All,,0.0-4.0-43.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 3}",12807.0,audio/NL/NL_04_N.mp3,389575,47,survey-likert,,4.0,4.0,3.0,2.0,3.0,3.0,proper,NL_04,3.0,4.0,4.0,4.0
2289,60,All,,0.0-4.0-45.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 3, 'friendly': 2, 'dependable': 2, 'traditional': 3}",12065.0,audio/NGG/NGG_10_NG.mp3,404013,49,survey-likert,,4.0,5.0,3.0,2.0,2.0,3.0,proper,NGG_10,3.0,4.0,4.0,4.0
2291,60,All,,0.0-4.0-47.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 2, 'friendly': 3, 'dependable': 2, 'traditional': 2}",10595.0,audio/NGG/NGG_04_G.mp3,415713,51,survey-likert,,4.0,5.0,2.0,3.0,2.0,2.0,lazy,NGG_04,3.0,4.0,4.0,4.0
2293,60,All,,0.0-4.0-49.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 2, 'friendly': 3, 'dependable': 2, 'traditional': 2}",11237.0,audio/NL/NL_02_N.mp3,428074,53,survey-likert,,4.0,4.0,2.0,3.0,2.0,2.0,proper,NL_02,3.0,4.0,4.0,4.0
2297,60,All,,0.0-4.0-53.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 2, 'friendly': 3, 'dependable': 3, 'traditional': 3}",16237.0,audio/NL/NL_09_N.mp3,458275,57,survey-likert,,4.0,3.0,2.0,3.0,3.0,3.0,proper,NL_09,3.0,4.0,4.0,4.0
2299,60,All,,0.0-4.0-55.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 2, 'friendly': 3, 'dependable': 3, 'traditional': 2}",9466.0,audio/NL/NL_10_N.mp3,469403,59,survey-likert,,4.0,5.0,2.0,3.0,3.0,2.0,proper,NL_10,3.0,4.0,4.0,4.0
2301,60,All,,0.0-4.0-57.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 2, 'friendly': 2, 'dependable': 3, 'traditional': 3}",11517.0,audio/NGN/NGN_04_NG.mp3,482726,61,survey-likert,,4.0,5.0,2.0,2.0,3.0,3.0,proper,NGN_04,3.0,4.0,4.0,4.0
2303,60,All,,0.0-4.0-59.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 2, 'friendly': 3, 'dependable': 2, 'traditional': 2}",10050.0,audio/NGG/NGG_01_NG.mp3,494309,63,survey-likert,,4.0,4.0,2.0,3.0,2.0,2.0,proper,NGG_01,3.0,4.0,4.0,4.0
2315,73,All,,0.0-4.0-1.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 2}",21786.0,audio/NGN/NGN_09_N.mp3,60844,5,survey-likert,,4.0,3.0,3.0,2.0,3.0,2.0,lazy,NGN_09,4.0,3.0,4.0,4.0
2317,73,All,,0.0-4.0-3.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 2}",14789.0,audio/NGN/NGN_10_N.mp3,77105,7,survey-likert,,3.0,3.0,3.0,3.0,3.0,2.0,lazy,NGN_10,4.0,3.0,4.0,4.0
2319,73,All,,0.0-4.0-5.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 2}",12368.0,audio/NGN/NGN_07_NG.mp3,91264,9,survey-likert,,4.0,3.0,3.0,4.0,3.0,2.0,proper,NGN_07,4.0,3.0,4.0,4.0
2321,73,All,,0.0-4.0-7.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 2}",14711.0,audio/NGN/NGN_08_N.mp3,107737,11,survey-likert,,4.0,3.0,3.0,4.0,3.0,2.0,lazy,NGN_08,4.0,3.0,4.0,4.0
2323,73,All,,0.0-4.0-9.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 2}",12843.0,audio/NL/NL_09_L.mp3,121829,13,survey-likert,,4.0,3.0,3.0,4.0,3.0,2.0,lazy,NL_09,4.0,3.0,4.0,4.0
2325,73,All,,0.0-4.0-11.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 2, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 3}",13805.0,audio/NL/NL_06_L.mp3,136701,15,survey-likert,,3.0,2.0,3.0,3.0,3.0,3.0,lazy,NL_06,4.0,3.0,4.0,4.0
2327,73,All,,0.0-4.0-13.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 2}",12580.0,audio/NGG/NGG_10_G.mp3,151116,17,survey-likert,,4.0,4.0,3.0,4.0,3.0,2.0,lazy,NGG_10,4.0,3.0,4.0,4.0
2329,73,All,,0.0-4.0-15.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 2}",11880.0,audio/NGG/NGG_03_NG.mp3,164536,19,survey-likert,,4.0,4.0,3.0,4.0,3.0,2.0,proper,NGG_03,4.0,3.0,4.0,4.0
2331,73,All,,0.0-4.0-17.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 4, 'friendly': 3, 'dependable': 3, 'traditional': 2}",16392.0,audio/NGN/NGN_05_NG.mp3,182817,21,survey-likert,,4.0,3.0,4.0,3.0,3.0,2.0,proper,NGN_05,4.0,3.0,4.0,4.0
2333,73,All,,0.0-4.0-19.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 4, 'dependable': 4, 'traditional': 2}",12735.0,audio/NGN/NGN_03_N.mp3,196950,23,survey-likert,,4.0,3.0,3.0,4.0,4.0,2.0,lazy,NGN_03,4.0,3.0,4.0,4.0
2335,73,All,,0.0-4.0-21.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 2, 'educated': 4, 'friendly': 2, 'dependable': 3, 'traditional': 2}",38897.0,audio/NL/NL_04_L.mp3,237002,25,survey-likert,,4.0,2.0,4.0,2.0,3.0,2.0,lazy,NL_04,4.0,3.0,4.0,4.0
2337,73,All,,0.0-4.0-23.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 2}",10339.0,audio/NL/NL_02_N.mp3,248472,27,survey-likert,,4.0,4.0,3.0,4.0,3.0,2.0,proper,NL_02,4.0,3.0,4.0,4.0
2339,73,All,,0.0-4.0-25.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 2}",12251.0,audio/NGN/NGN_04_NG.mp3,262524,29,survey-likert,,4.0,4.0,3.0,2.0,3.0,2.0,proper,NGN_04,4.0,3.0,4.0,4.0
2341,73,All,,0.0-4.0-27.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 2, 'educated': 4, 'friendly': 3, 'dependable': 3, 'traditional': 3}",15010.0,audio/NGG/NGG_09_NG.mp3,280283,31,survey-likert,,4.0,2.0,4.0,3.0,3.0,3.0,proper,NGG_09,4.0,3.0,4.0,4.0
2343,73,All,,0.0-4.0-29.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 4, 'dependable': 4, 'traditional': 2}",11560.0,audio/NGG/NGG_05_NG.mp3,293472,33,survey-likert,,4.0,3.0,3.0,4.0,4.0,2.0,proper,NGG_05,4.0,3.0,4.0,4.0
2349,73,All,,0.0-4.0-35.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 4, 'friendly': 4, 'dependable': 4, 'traditional': 3}",10076.0,audio/NGN/NGN_02_NG.mp3,327348,39,survey-likert,,4.0,3.0,4.0,4.0,4.0,3.0,proper,NGN_02,4.0,3.0,4.0,4.0
2351,73,All,,0.0-4.0-37.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 2}",8260.0,audio/NGG/NGG_02_G.mp3,336773,41,survey-likert,,4.0,4.0,3.0,4.0,3.0,2.0,lazy,NGG_02,4.0,3.0,4.0,4.0
2353,73,All,,0.0-4.0-39.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 2}",9776.0,audio/NGG/NGG_08_G.mp3,347899,43,survey-likert,,4.0,4.0,3.0,2.0,3.0,2.0,lazy,NGG_08,4.0,3.0,4.0,4.0
2355,73,All,,0.0-4.0-41.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 2}",13919.0,audio/NL/NL_03_L.mp3,362951,45,survey-likert,,4.0,4.0,3.0,3.0,3.0,2.0,lazy,NL_03,4.0,3.0,4.0,4.0
2357,73,All,,0.0-4.0-43.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 4, 'dependable': 4, 'traditional': 2}",10861.0,audio/NGG/NGG_06_NG.mp3,375283,47,survey-likert,,4.0,4.0,3.0,4.0,4.0,2.0,proper,NGG_06,4.0,3.0,4.0,4.0
2359,73,All,,0.0-4.0-45.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 4, 'dependable': 4, 'traditional': 2}",11100.0,audio/NGG/NGG_04_G.mp3,387533,49,survey-likert,,4.0,4.0,3.0,4.0,4.0,2.0,lazy,NGG_04,4.0,3.0,4.0,4.0
2361,73,All,,0.0-4.0-47.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 1, 'dependable': 2, 'traditional': 3}",13257.0,audio/NL/NL_01_L.mp3,402389,51,survey-likert,,4.0,3.0,3.0,1.0,2.0,3.0,lazy,NL_01,4.0,3.0,4.0,4.0
2363,73,All,,0.0-4.0-49.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 2, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 4}",12499.0,audio/NGN/NGN_01_N.mp3,416772,53,survey-likert,,3.0,2.0,3.0,2.0,3.0,4.0,lazy,NGN_01,4.0,3.0,4.0,4.0
2365,73,All,,0.0-4.0-51.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 4, 'traditional': 2}",10170.0,audio/NL/NL_07_L.mp3,428143,55,survey-likert,,4.0,4.0,3.0,3.0,4.0,2.0,lazy,NL_07,4.0,3.0,4.0,4.0
2367,73,All,,0.0-4.0-53.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 2, 'educated': 4, 'friendly': 2, 'dependable': 3, 'traditional': 2}",13048.0,audio/NL/NL_08_N.mp3,442930,57,survey-likert,,3.0,2.0,4.0,2.0,3.0,2.0,proper,NL_08,4.0,3.0,4.0,4.0
2369,73,All,,0.0-4.0-55.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 2}",10601.0,audio/NGG/NGG_01_NG.mp3,454954,59,survey-likert,,4.0,3.0,3.0,2.0,3.0,2.0,proper,NGG_01,4.0,3.0,4.0,4.0
2371,73,All,,0.0-4.0-57.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 2, 'educated': 4, 'friendly': 2, 'dependable': 3, 'traditional': 2}",11401.0,audio/NL/NL_10_L.mp3,467734,61,survey-likert,,4.0,2.0,4.0,2.0,3.0,2.0,lazy,NL_10,4.0,3.0,4.0,4.0
2385,95,All,,0.0-4.0-1.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 4, 'educated': 2, 'friendly': 3, 'dependable': 3, 'traditional': 3}",16396.0,audio/NL/NL_03_N.mp3,132292,5,survey-likert,,1.0,4.0,2.0,3.0,3.0,3.0,proper,NL_03,5.0,5.0,5.0,5.0
2387,95,All,,0.0-4.0-3.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 2, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 3}",14281.0,audio/NGG/NGG_10_G.mp3,149006,7,survey-likert,,2.0,2.0,3.0,2.0,3.0,3.0,lazy,NGG_10,5.0,5.0,5.0,5.0
2389,95,All,,0.0-4.0-5.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 2, 'traditional': 2}",15478.0,audio/NGG/NGG_02_G.mp3,165713,9,survey-likert,,2.0,4.0,3.0,3.0,2.0,2.0,lazy,NGG_02,5.0,5.0,5.0,5.0
2391,95,All,,0.0-4.0-7.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 3, 'educated': 2, 'friendly': 4, 'dependable': 2, 'traditional': 2}",13299.0,audio/NGG/NGG_01_G.mp3,180694,11,survey-likert,,2.0,3.0,2.0,4.0,2.0,2.0,lazy,NGG_01,5.0,5.0,5.0,5.0
2393,95,All,,0.0-4.0-9.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 2, 'educated': 3, 'friendly': 3, 'dependable': 4, 'traditional': 2}",22139.0,audio/NGG/NGG_08_NG.mp3,204385,13,survey-likert,,3.0,2.0,3.0,3.0,4.0,2.0,proper,NGG_08,5.0,5.0,5.0,5.0
2395,95,All,,0.0-4.0-11.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 2, 'educated': 4, 'friendly': 3, 'dependable': 4, 'traditional': 3}",13827.0,audio/NGN/NGN_09_NG.mp3,220144,15,survey-likert,,4.0,2.0,4.0,3.0,4.0,3.0,proper,NGN_09,5.0,5.0,5.0,5.0
2397,95,All,,0.0-4.0-13.0,"[0, 1, 2, 3, 4, 5]","{'local': 0, 'casual': 1, 'educated': 4, 'friendly': 2, 'dependable': 3, 'traditional': 3}",11779.0,audio/NGN/NGN_07_N.mp3,234428,17,survey-likert,,0.0,1.0,4.0,2.0,3.0,3.0,lazy,NGN_07,5.0,5.0,5.0,5.0
2399,95,All,,0.0-4.0-15.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 2, 'educated': 4, 'friendly': 3, 'dependable': 4, 'traditional': 4}",17130.0,audio/NGN/NGN_10_NG.mp3,252758,19,survey-likert,,3.0,2.0,4.0,3.0,4.0,4.0,proper,NGN_10,5.0,5.0,5.0,5.0
2401,95,All,,0.0-4.0-17.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 3, 'educated': 2, 'friendly': 3, 'dependable': 1, 'traditional': 2}",14696.0,audio/NGN/NGN_01_NG.mp3,269985,21,survey-likert,,2.0,3.0,2.0,3.0,1.0,2.0,proper,NGN_01,5.0,5.0,5.0,5.0
2405,95,All,,0.0-4.0-21.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 2}",9037.0,audio/NL/NL_09_N.mp3,290097,25,survey-likert,,3.0,3.0,3.0,3.0,3.0,2.0,proper,NL_09,5.0,5.0,5.0,5.0
2407,95,All,,0.0-4.0-23.0,"[0, 1, 2, 3, 4, 5]","{'local': 0, 'casual': 2, 'educated': 4, 'friendly': 2, 'dependable': 3, 'traditional': 3}",13489.0,audio/NGN/NGN_08_N.mp3,305450,27,survey-likert,,0.0,2.0,4.0,2.0,3.0,3.0,lazy,NGN_08,5.0,5.0,5.0,5.0
2409,95,All,,0.0-4.0-25.0,"[0, 1, 2, 3, 4, 5]","{'local': 0, 'casual': 4, 'educated': 2, 'friendly': 3, 'dependable': 3, 'traditional': 3}",12820.0,audio/NGG/NGG_03_NG.mp3,319962,29,survey-likert,,0.0,4.0,2.0,3.0,3.0,3.0,proper,NGG_03,5.0,5.0,5.0,5.0
2411,95,All,,0.0-4.0-27.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 2, 'educated': 4, 'friendly': 3, 'dependable': 5, 'traditional': 3}",10303.0,audio/NL/NL_08_L.mp3,331904,31,survey-likert,,2.0,2.0,4.0,3.0,5.0,3.0,lazy,NL_08,5.0,5.0,5.0,5.0
2413,95,All,,0.0-4.0-29.0,"[0, 1, 2, 3, 4, 5]","{'local': 0, 'casual': 3, 'educated': 1, 'friendly': 3, 'dependable': 0, 'traditional': 3}",37567.0,audio/NL/NL_06_L.mp3,370729,33,survey-likert,,0.0,3.0,1.0,3.0,0.0,3.0,lazy,NL_06,5.0,5.0,5.0,5.0
2415,95,All,,0.0-4.0-31.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 2, 'friendly': 3, 'dependable': 4, 'traditional': 2}",13343.0,audio/NGG/NGG_05_NG.mp3,385788,35,survey-likert,,3.0,3.0,2.0,3.0,4.0,2.0,proper,NGG_05,5.0,5.0,5.0,5.0
2417,95,All,,0.0-4.0-33.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 2, 'friendly': 4, 'dependable': 3, 'traditional': 2}",12896.0,audio/NL/NL_10_L.mp3,400129,37,survey-likert,,4.0,5.0,2.0,4.0,3.0,2.0,lazy,NL_10,5.0,5.0,5.0,5.0
2421,95,All,,0.0-4.0-37.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 2, 'educated': 2, 'friendly': 3, 'dependable': 4, 'traditional': 3}",16029.0,audio/NL/NL_07_L.mp3,428783,41,survey-likert,,2.0,2.0,2.0,3.0,4.0,3.0,lazy,NL_07,5.0,5.0,5.0,5.0
2423,95,All,,0.0-4.0-39.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 2, 'educated': 2, 'friendly': 3, 'dependable': 4, 'traditional': 3}",30334.0,audio/NL/NL_04_N.mp3,460146,43,survey-likert,,3.0,2.0,2.0,3.0,4.0,3.0,proper,NL_04,5.0,5.0,5.0,5.0
2425,95,All,,0.0-4.0-41.0,"[0, 1, 2, 3, 4, 5]","{'local': 0, 'casual': 2, 'educated': 1, 'friendly': 1, 'dependable': 2, 'traditional': 4}",15169.0,audio/NGN/NGN_02_NG.mp3,476979,45,survey-likert,,0.0,2.0,1.0,1.0,2.0,4.0,proper,NGN_02,5.0,5.0,5.0,5.0
2427,95,All,,0.0-4.0-43.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 1, 'friendly': 4, 'dependable': 1, 'traditional': 2}",20283.0,audio/NL/NL_02_N.mp3,498484,47,survey-likert,,4.0,5.0,1.0,4.0,1.0,2.0,proper,NL_02,5.0,5.0,5.0,5.0
2429,95,All,,0.0-4.0-45.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 1, 'educated': 2, 'friendly': 1, 'dependable': 3, 'traditional': 4}",24231.0,audio/NGG/NGG_09_G.mp3,525173,49,survey-likert,,2.0,1.0,2.0,1.0,3.0,4.0,lazy,NGG_09,5.0,5.0,5.0,5.0
2431,95,All,,0.0-4.0-47.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 4, 'educated': 2, 'friendly': 5, 'dependable': 2, 'traditional': 2}",11931.0,audio/NL/NL_01_N.mp3,539262,51,survey-likert,,5.0,4.0,2.0,5.0,2.0,2.0,proper,NL_01,5.0,5.0,5.0,5.0
2433,95,All,,0.0-4.0-49.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 1, 'educated': 4, 'friendly': 3, 'dependable': 4, 'traditional': 3}",13764.0,audio/NGN/NGN_05_N.mp3,555028,53,survey-likert,,5.0,1.0,4.0,3.0,4.0,3.0,lazy,NGN_05,5.0,5.0,5.0,5.0
2437,95,All,,0.0-4.0-53.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 4, 'educated': 1, 'friendly': 3, 'dependable': 2, 'traditional': 3}",14555.0,audio/NGG/NGG_06_NG.mp3,581608,57,survey-likert,,1.0,4.0,1.0,3.0,2.0,3.0,proper,NGG_06,5.0,5.0,5.0,5.0
2439,95,All,,0.0-4.0-55.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 5, 'educated': 1, 'friendly': 4, 'dependable': 1, 'traditional': 1}",12117.0,audio/NGG/NGG_04_NG.mp3,595251,59,survey-likert,,3.0,5.0,1.0,4.0,1.0,1.0,proper,NGG_04,5.0,5.0,5.0,5.0
2441,95,All,,0.0-4.0-57.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 4, 'friendly': 3, 'dependable': 5, 'traditional': 2}",15662.0,audio/NGN/NGN_03_N.mp3,612388,61,survey-likert,,3.0,3.0,4.0,3.0,5.0,2.0,lazy,NGN_03,5.0,5.0,5.0,5.0
2443,95,All,,0.0-4.0-59.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 1, 'educated': 3, 'friendly': 3, 'dependable': 4, 'traditional': 3}",13917.0,audio/NGN/NGN_04_NG.mp3,629514,63,survey-likert,,2.0,1.0,3.0,3.0,4.0,3.0,proper,NGN_04,5.0,5.0,5.0,5.0
2525,83,All,,0.0-4.0-1.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 2, 'educated': 4, 'friendly': 1, 'dependable': 3, 'traditional': 5}",52610.0,audio/NGN/NGN_01_NG.mp3,158845,5,survey-likert,,5.0,2.0,4.0,1.0,3.0,5.0,proper,NGN_01,5.0,4.0,5.0,5.0
2527,83,All,,0.0-4.0-3.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 3, 'friendly': 5, 'dependable': 3, 'traditional': 2}",26674.0,audio/NL/NL_01_N.mp3,187323,7,survey-likert,,5.0,5.0,3.0,5.0,3.0,2.0,proper,NL_01,5.0,4.0,5.0,5.0
2529,83,All,,0.0-4.0-5.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 2, 'educated': 4, 'friendly': 2, 'dependable': 3, 'traditional': 5}",30924.0,audio/NGN/NGN_09_NG.mp3,219793,9,survey-likert,,5.0,2.0,4.0,2.0,3.0,5.0,proper,NGN_09,5.0,4.0,5.0,5.0
2533,83,All,,0.0-4.0-9.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 1, 'educated': 4, 'friendly': 2, 'dependable': 3, 'traditional': 4}",21674.0,audio/NL/NL_10_N.mp3,260635,13,survey-likert,,5.0,1.0,4.0,2.0,3.0,4.0,proper,NL_10,5.0,4.0,5.0,5.0
2535,83,All,,0.0-4.0-11.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 1, 'educated': 5, 'friendly': 2, 'dependable': 4, 'traditional': 5}",16376.0,audio/NGN/NGN_10_NG.mp3,278129,15,survey-likert,,5.0,1.0,5.0,2.0,4.0,5.0,proper,NGN_10,5.0,4.0,5.0,5.0
2537,83,All,,0.0-4.0-13.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 2, 'friendly': 3, 'dependable': 1, 'traditional': 1}",23571.0,audio/NGN/NGN_04_N.mp3,303431,17,survey-likert,,5.0,5.0,2.0,3.0,1.0,1.0,lazy,NGN_04,5.0,4.0,5.0,5.0
2539,83,All,,0.0-4.0-15.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 2, 'educated': 4, 'friendly': 2, 'dependable': 4, 'traditional': 5}",50709.0,audio/NL/NL_03_L.mp3,355209,19,survey-likert,,5.0,2.0,4.0,2.0,4.0,5.0,lazy,NL_03,5.0,4.0,5.0,5.0
2541,83,All,,0.0-4.0-17.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 1, 'educated': 4, 'friendly': 2, 'dependable': 4, 'traditional': 5}",20050.0,audio/NL/NL_07_N.mp3,376477,21,survey-likert,,4.0,1.0,4.0,2.0,4.0,5.0,proper,NL_07,5.0,4.0,5.0,5.0
2543,83,All,,0.0-4.0-19.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 1, 'friendly': 3, 'dependable': 2, 'traditional': 2}",25637.0,audio/NGG/NGG_04_G.mp3,403154,23,survey-likert,,5.0,5.0,1.0,3.0,2.0,2.0,lazy,NGG_04,5.0,4.0,5.0,5.0
2545,83,All,,0.0-4.0-21.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 2, 'educated': 4, 'friendly': 2, 'dependable': 3, 'traditional': 4}",30705.0,audio/NGG/NGG_06_NG.mp3,435202,25,survey-likert,,4.0,2.0,4.0,2.0,3.0,4.0,proper,NGG_06,5.0,4.0,5.0,5.0
2547,83,All,,0.0-4.0-23.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 2, 'friendly': 4, 'dependable': 3, 'traditional': 3}",24931.0,audio/NGN/NGN_03_NG.mp3,461563,27,survey-likert,,3.0,3.0,2.0,4.0,3.0,3.0,proper,NGN_03,5.0,4.0,5.0,5.0
2549,83,All,,0.0-4.0-25.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 4, 'educated': 3, 'friendly': 2, 'dependable': 2, 'traditional': 3}",24428.0,audio/NGG/NGG_10_G.mp3,487797,29,survey-likert,,5.0,4.0,3.0,2.0,2.0,3.0,lazy,NGG_10,5.0,4.0,5.0,5.0
